,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y
10,3467.0,3878.0,3955.0,3688.0,3387.0,4898.0,3248.0,4162.0,4285.0,4029.0,2858.0,3428.0,4171.0,3371.0,3536.0,7074.0,3485.0,3209,3606.0,3020.0,3263.0,3972.0,3820.0,,3521.0,3151.0,3984.0,2685.0,2651.0,3224.0,4086.0,2987.0,2600.0,3286.0,3345.0,5540.0,3416.0,3549.0,3675.0,3185.0,2758.0,3710.0,3646.0,3113.0,8498.0,3263.0,3749.0,2749.0,4028.0,3620.0,5421.0,4313.0,4101.0,3690.0,4069.0,3682.0,3668.0,2894.0,3718.0,2889.0,3020.0,3098.0,4331.0,3434.0,4202.0,4310.0,3583.0,3254.0,2897.0,3185.0,3450.0,3047.0,3650.0,3113.0,7631.0,3430.0,5671.0,3436.0,2949.0,3576.0,3684.0,4501.0,3519.0,3091.0,3219.0,3207.0,3229.0,3943.0,3525.0,3907.0,4104.0,6617.0,3432.0,5023.0,3691.0,2924.0,3532.0,4645.0,3887.0,2412.0
11,3995.0,4618.0,4278.0,3889.0,3781.0,5564.0,3765.0,4385.0,4710.0,4931.0,3292.0,4690.0,4394.0,3723.0,4048.0,7479.0,3873.0,3517,3813.0,3707.0,4019.0,4123.0,4095.0,,3839.0,3513.0,4495.0,3037.0,2788.0,3740.0,4339.0,3341.0,3139.0,4099.0,4080.0,5743.0,3624.0,4031.0,4056.0,3458.0,3623.0,4017.0,3799.0,3441.0,9735.0,3743.0,3984.0,2883.0,4529.0,3955.0,5813.0,4696.0,4273.0,4063.0,5433.0,4005.0,3940.0,3370.0,4501.0,3202.0,3368.0,3220.0,4739.0,3765.0,4530.0,4829.0,4031.0,3640.0,3175.0,3852.0,3970.0,3455.0,3857.0,3630.0,8196.0,3553.0,6780.0,3587.0,3088.0,3848.0,4231.0,5243.0,3684.0,3419.0,3360.0,3289.0,3866.0,4186.0,3963.0,4703.0,4502.0,6977.0,3837.0,6132.0,3999.0,3357.0,4011.0,5053.0,4372.0,2652.0
12,4188.0,5221.0,4422.0,4529.0,3917.0,6469.0,4315.0,4808.0,5133.0,5243.0,3698.0,5564.0,4998.0,4021.0,4681.0,8251.0,4228.0,4109,4577.0,4054.0,4316.0,5333.0,4798.0,,4146.0,3803.0,4717.0,3731.0,4015.0,4197.0,4687.0,3568.0,3509.0,4431.0,4452.0,6257.0,3746.0,4154.0,4283.0,3765.0,3871.0,4729.0,4019.0,3577.0,10448.0,4019.0,4371.0,3323.0,4977.0,4334.0,5960.0,5116.0,5262.0,4740.0,6390.0,4423.0,4308.0,3760.0,4665.0,3943.0,3895.0,3543.0,5428.0,4772.0,5392.0,5050.0,4537.0,3926.0,4197.0,4433.0,4587.0,4035.0,4494.0,3914.0,9187.0,4079.0,7392.0,3709.0,3389.0,4256.0,4913.0,5502.0,4841.0,4370.0,3642.0,,4318.0,4718.0,4245.0,4987.0,4836.0,7658.0,4537.0,6554.0,4121.0,3479.0,4313.0,5273.0,5031.0,3147.0
13,4441.0,5464.0,5043.0,4937.0,4292.0,6826.0,4459.0,5099.0,5545.0,5902.0,4283.0,5857.0,5329.0,4446.0,4989.0,8749.0,4631.0,4417,4818.0,4643.0,5221.0,6046.0,5400.0,,4269.0,4288.0,5514.0,4049.0,4237.0,4449.0,5234.0,4651.0,3659.0,4654.0,4958.0,6379.0,4179.0,4361.0,5219.0,4085.0,4594.0,5437.0,4406.0,4123.0,11274.0,4928.0,4563.0,3458.0,6049.0,4716.0,6992.0,5423.0,5535.0,5097.0,6675.0,4730.0,4593.0,4861.0,4931.0,4406.0,4229.0,4288.0,5610.0,5008.0,6545.0,5707.0,4854.0,4149.0,4677.0,4631.0,4835.0,4373.0,4921.0,4216.0,9885.0,4202.0,7570.0,4387.0,3511.0,4898.0,5211.0,6252.0,4991.0,4733.0,3782.0,,4864.0,5088.0,4478.0,5529.0,5290.0,8599.0,4900.0,8119.0,4273.0,3629.0,4587.0,6010.0,5262.0,3937.0
14,5172.0,5785.0,5166.0,5157.0,4629.0,6949.0,5266.0,5867.0,6462.0,6187.0,4595.0,6145.0,5683.0,4775.0,5465.0,9589.0,5059.0,4929,5241.0,4990.0,5508.0,6268.0,6159.0,,4581.0,4639.0,5821.0,4172.0,4370.0,4757.0,5556.0,5054.0,3921.0,4816.0,6081.0,6502.0,4486.0,4777.0,5502.0,4274.0,5293.0,5559.0,4680.0,4476.0,12964.0,5269.0,4686.0,3717.0,6669.0,5247.0,7525.0,6096.0,5768.0,5529.0,7265.0,5072.0,5000.0,5169.0,5303.0,5024.0,4782.0,4879.0,6210.0,5454.0,7450.0,6204.0,5151.0,4521.0,4900.0,4817.0,5296.0,4684.0,6082.0,4501.0,10420.0,5209.0,8235.0,4705.0,4635.0,5134.0,5950.0,6459.0,5527.0,5379.0,4331.0,,5253.0,5450.0,4700.0,6323.0,5562.0,9032.0,5296.0,8486.0,4902.0,3937.0,4840.0,6303.0,5539.0,4221.0
15,5451.0,6182.0,5533.0,5608.0,4899.0,7560.0,5891.0,6352.0,7168.0,6554.0,5451.0,7358.0,6526.0,4981.0,6351.0,10465.0,5266.0,5052,5517.0,5112.0,5896.0,6705.0,6664.0,,4948.0,5013.0,5944.0,4817.0,4707.0,5244.0,5946.0,5387.0,4247.0,6110.0,6553.0,7514.0,4693.0,5252.0,5744.0,4969.0,6110.0,5899.0,5371.0,4905.0,13458.0,5580.0,4913.0,4376.0,6816.0,5849.0,8073.0,6318.0,6919.0,5952.0,8081.0,5421.0,5628.0,5728.0,5705.0,5146.0,5204.0,5091.0,6729.0,5776.0,8342.0,6544.0,5439.0,4837.0,5232.0,5180.0,5523.0,4956.0,6465.0,4808.0,10801.0,5627.0,8790.0,5085.0,4857.0,5812.0,6425.0,6632.0,5880.0,5652.0,5196.0,,5612.0,6150.0,5496.0,6804.0,6405.0,9748.0,5553.0,9144.0,5374.0,4185.0,4962.0,6539.0,5896.0,4442.0
16,5674.0,6659.0,6067.0,5798.0,5403.0,8236.0,6608.0,6967.0,7501.0,6917.0,5648.0,7804.0,6812.0,5230.0,6503.0,11478.0,5730.0,5259,5896.0,5370.0,6659.0,7156.0,7027.0,,5447.0,5136.0,6709.0,5049.0,5796.0,5416.0,6147.0,5552.0,4706.0,6568.0,7962.0,7667.0,5053.0,5744.0,6108.0,5134.0,6285.0,6664.0,5914.0,5304.0,14750.0,5874.0,5099.0,4814.0,6954.0,6216.0,8485.0,7703.0,7252.0,6475.0,8298.0,5968.0,5654.0,5962.0,6346.0,5484.0,5451.0,5839.0,7044.0,6142.0,8634.0,6950.0,5801.0,5320.0,5480.0,5548.0,5758.0,5210.0,6942.0,4980.0,11353.0,6053.0,9610.0,6546.0,5175.0,6162.0,6964.0,7181.0,6471.0,6225.0,5337.0,,5770.0,6507.0,5734.0,7107.0,6742.0,10168.0,5965.0,9977.0,5717.0,4543.0,5594.0,6993.0,6311.0,4622.0
17,6076.0,7758.0,6190.0,5939.0,5848.0,8685.0,6790.0,7266.0,8187.0,7844.0,5800.0,8362.0,7349.0,5394.0,6870.0,11850.0,6276.0,5613,6018.0,5629.0,6781.0,7664.0,7674.0,,5611.0,5501.0,7326.0,5339.0,6096.0,5834.0,6335.0,5944.0,4876.0,6690.0,8859.0,9119.0,5472.0,6147.0,6709.0,5431.0,6790.0,6911.0,6366.0,5440.0,16301.0,6299.0,5634.0,5000.0,8176.0,7373.0,8888.0,8431.0,7698.0,6687.0,9658.0,6231.0,,6133.0,6525.0,5621.0,6215.0,6477.0,7326.0,6698.0,9257.0,7428.0,5999.0,5487.0,6087.0,5733.0,6314.0,5905.0,7318.0,5198.0,11998.0,6294.0,10057.0,6698.0,5347.0,6417.0,7201.0,7693.0,6628.0,6997.0,5552.0,,6172.0,6829.0,6141.0,,6939.0,10528.0,6522.0,10502.0,6139.0,4789.0,6423.0,7600.0,6833.0,4837.0
18,6258.0,8439.0,6312.0,6529.0,6329.0,9957.0,6912.0,7655.0,8890.0,8117.0,6144.0,8889.0,7556.0,5692.0,7283.0,12314.0,6640.0,5836,6467.0,5971.0,7261.0,7885.0,8208.0,,5734.0,5853.0,7664.0,5629.0,6819.0,6842.0,6608.0,6203.0,5271.0,6813.0,9143.0,9391.0,5680.0,6319.0,6912.0,6168.0,6963.0,7348.0,6716.0,5912.0,,7304.0,5944.0,5195.0,8674.0,8011.0,9309.0,8790.0,7820.0,7520.0,10100.0,7251.0,,6695.0,6960.0,5823.0,6482.0,7947.0,7633.0,7651.0,9625.0,7922.0,6350.0,5743.0,6327.0,5856.0,6487.0,6028.0,7626.0,5373.0,12575.0,6491.0,10755.0,7036.0,6250.0,6639.0,7399.0,7936.0,6883.0,7567.0,5812.0,,6455.0,7162.0,6662.0,,7574.0,11123.0,6920.0,10689.0,6446.0,5083.0,6630.0,7817.0,7124.0,5042.0
19,6470.0,8715.0,6763.0,6767.0,6556.0,10552.0,7278.0,7777.0,9162.0,8714.0,6266.0,9675.0,8307.0,6254.0,7574.0,13351.0,7020.0,6094,6871.0,6135.0,7858.0,8542.0,8932.0,,5987.0,6090.0,7875.0,5781.0,7096.0,7363.0,7216.0,7129.0,5662.0,7535.0,9687.0,9514.0,6123.0,6605.0,7527.0,6832.0,7415.0,7575.0,,6075.0,,7859.0,6137.0,5602.0,8914.0,8410.0,9929.0,9271.0,8371.0,7879.0,10853.0,7437.0,,7138.0,7763.0,6968.0,7561.0,8179.0,7874.0,7773.0,10167.0,8221.0,6698.0,5936.0,6500.0,6424.0,7339.0,6245.0,7798.0,5496.0,13136.0,7400.0,11114.0,7188.0,6433.0,6880.0,7713.0,8369.0,7006.0,8025.0,5953.0,,6785.0,7827.0,6894.0,,8086.0,11585.0,7142.0,11128.0,7000.0,5348.0,6928.0,8190.0,7999.0,5922.0
20,6705.0,9298.0,6885.0,6958.0,7167.0,10909.0,7486.0,8315.0,9285.0,9076.0,6588.0,9798.0,8587.0,7721.0,7696.0,13741.0,7243.0,6602,7146.0,6433.0,7980.0,8680.0,9635.0,,6327.0,6212.0,8152.0,6909.0,7348.0,7770.0,7623.0,7401.0,5902.0,7883.0,10222.0,10005.0,6358.0,7211.0,7652.0,7004.0,8496.0,8098.0,,6247.0,,8578.0,6369.0,5802.0,9759.0,8614.0,10412.0,9855.0,8493.0,8636.0,11803.0,7749.0,,7394.0,8028.0,7375.0,8033.0,8439.0,8482.0,8081.0,10694.0,8493.0,6891.0,6264.0,6796.0,7002.0,7601.0,6382.0,8082.0,5713.0,14066.0,7707.0,11236.0,8435.0,7587.0,7362.0,8735.0,9027.0,7128.0,8459.0,6093.0,,7108.0,8139.0,7286.0,,8729.0,12262.0,7599.0,12012.0,7122.0,6091.0,7181.0,8440.0,8392.0,6295.0
21,6908.0,9935.0,7206.0,7230.0,7381.0,11097.0,8287.0,8837.0,9787.0,9829.0,7204.0,10045.0,8900.0,8166.0,8458.0,13990.0,7813.0,6868,7333.0,7259.0,8446.0,9132.0,9903.0,,6591.0,7270.0,8540.0,7032.0,7421.0,7893.0,7933.0,7579.0,6043.0,8055.0,10602.0,10227.0,6531.0,7671.0,7976.0,7127.0,8836.0,8439.0,,6412.0,,8700.0,6492.0,6011.0,9965.0,,11059.0,10077.0,8860.0,9383.0,12173.0,7843.0,,7811.0,8672.0,7740.0,8249.0,8951.0,9540.0,8393.0,10977.0,8645.0,7249.0,6486.0,7528.0,7260.0,8018.0,6742.0,9241.0,6048.0,14571.0,8287.0,11659.0,8558.0,7950.0,7935.0,8907.0,9307.0,7188.0,8909.0,6613.0,,7623.0,8737.0,7644.0,,9040.0,,8026.0,12434.0,7626.0,6739.0,7404.0,9362.0,8693.0,6528.0
22,7166.0,10561.0,7453.0,7658.0,7573.0,11705.0,8721.0,9133.0,10040.0,10877.0,7547.0,10884.0,9062.0,8288.0,8766.0,,7964.0,7040,7654.0,7382.0,8598.0,9268.0,10205.0,,6808.0,7407.0,8663.0,7287.0,,8174.0,8056.0,,6183.0,8187.0,,10902.0,6703.0,8178.0,8482.0,7277.0,9783.0,8591.0,,6639.0,,9088.0,6719.0,6376.0,10701.0,,11317.0,10326.0,9226.0,9865.0,12295.0,,,8218.0,9172.0,7872.0,8372.0,9206.0,9794.0,9385.0,11955.0,,7821.0,7077.0,7700.0,8072.0,8293.0,6892.0,9501.0,6816.0,15936.0,8660.0,11781.0,9000.0,8487.0,9096.0,9070.0,9660.0,,9474.0,7264.0,,8778.0,9075.0,8138.0,,9284.0,,8536.0,12657.0,7930.0,6905.0,7576.0,9924.0,9129.0,6828.0
23,,11590.0,8596.0,7848.0,8148.0,12548.0,8843.0,9255.0,10457.0,11364.0,7960.0,11006.0,9559.0,8480.0,9041.0,,8182.0,7433,8028.0,7905.0,8928.0,9514.0,10992.0,,6961.0,7647.0,8835.0,,,8461.0,8431.0,,6471.0,8596.0,,11213.0,6825.0,8715.0,8989.0,7475.0,10171.0,9059.0,,6907.0,,10785.0,6869.0,6657.0,11510.0,,11506.0,10548.0,9762.0,10134.0,12522.0,,,8494.0,9379.0,8420.0,8679.0,9871.0,10222.0,9395.0,12820.0,,8028.0,7474.0,8266.0,8101.0,8415.0,7015.0,10071.0,7129.0,,9017.0,12482.0,9165.0,8721.0,9232.0,,9999.0,,10142.0,7432.0,,9144.0,9347.0,8588.0,,,,9177.0,12867.0,9122.0,7028.0,7754.0,10269.0,9431.0,6969.0
24,,11712.0,8889.0,8151.0,8345.0,12778.0,9180.0,9623.0,10512.0,11643.0,8292.0,12107.0,9682.0,8840.0,9195.0,,8468.0,7578,8429.0,8127.0,9461.0,9934.0,11165.0,,7253.0,7944.0,9575.0,,,8496.0,9089.0,,6662.0,8769.0,,11811.0,7609.0,9374.0,10112.0,7598.0,10506.0,9271.0,,7072.0,,11465.0,7172.0,6808.0,11911.0,,11929.0,11688.0,9852.0,10332.0,12645.0,,,10091.0,10173.0,8842.0,9052.0,10103.0,10779.0,,13212.0,,8251.0,7971.0,8644.0,,8656.0,7137.0,10608.0,7518.0,,9414.0,12606.0,9287.0,8844.0,9789.0,,10893.0,,10407.0,7954.0,,9266.0,10270.0,,,,,9641.0,13163.0,9375.0,7164.0,7966.0,10808.0,9949.0,7259.0
25,,12232.0,9158.0,8655.0,8482.0,12995.0,10044.0,9830.0,,12660.0,8414.0,13077.0,9975.0,8894.0,9382.0,,8640.0,8052,8870.0,8710.0,10043.0,10046.0,11621.0,,7375.0,8596.0,9697.0,,,,10231.0,,6928.0,,,12433.0,7831.0,9897.0,10785.0,7870.0,10678.0,9644.0,,7209.0,,11662.0,7635.0,6978.0,12399.0,,12579.0,11810.0,,10860.0,12906.0,,,10433.0,10491.0,9014.0,9864.0,10757.0,10931.0,,14807.0,,8523.0,8424.0,9028.0,,9028.0,7190.0,10731.0,7733.0,,9836.0,12878.0,9430.0,9744.0,10232.0,,11516.0,,10630.0,8744.0,,10036.0,10406.0,,,,,10139.0,13694.0,9491.0,7187.0,8552.0,11256.0,10624.0,7401.0
26,,12704.0,9661.0,8895.0,8647.0,13638.0,10187.0,10097.0,,12812.0,8682.0,13199.0,10272.0,,9699.0,,8651.0,8466,9187.0,9070.0,11056.0,,11743.0,,7814.0,9164.0,9919.0,,,,10469.0,,7098.0,,,12605.0,7954.0,11029.0,11208.0,8780.0,11211.0,9797.0,,7332.0,,11937.0,7983.0,7494.0,12886.0,,13000.0,12338.0,,11477.0,13684.0,,,10671.0,10803.0,9701.0,10481.0,11375.0,11154.0,,15080.0,,8947.0,8546.0,10168.0,,9151.0,,10961.0,8035.0,,9958.0,14126.0,9513.0,9997.0,11329.0,,11778.0,,11191.0,9259.0,,10747.0,10716.0,,,,,10529.0,13987.0,,,8962.0,11945.0,10821.0,8185.0
